scene_id,arm_id,budget_group,captures,ray_budget,valid_frames,invalid_frames,effective_point_bins,tin_support_cells,oracle_visible_cells,own_domain_cells,own_signed_error_m3,own_absolute_error_m3,own_signed_error_percent,own_absolute_error_percent,common_group_cells,common_group_signed_error_percent,common_all_cells,common_all_signed_error_percent,total_selected,total_estimated_m3,total_reference_m3,total_signed_error_percent,max_view_disagreement_mm,reject_no_return,reject_out_of_range,reject_beam,reject_wall_or_outside,reject_below_reference
pyramid_shifted_013,center_tilt3,K3,3,192,3,0,122,400,400,400,2.470801099077049e-05,2.470801099077049e-05,4.392535287248091,4.392535287248091,400,4.392535287248091,196,3.4539095478405017,True,0.00058720801099077,0.0005625,4.39253528724801,7.835643839191506,2,0,0,34,0
pyramid_shifted_013,translated3_level,K3,3,192,3,0,120,400,400,400,2.7443924305319283e-05,2.7443924305319283e-05,4.87891987650121,4.87891987650121,400,4.87891987650121,196,4.645179848242799,True,0.0005899439243053188,0.0005625,4.878919876501129,9.332080838888706,0,0,0,32,0
pyramid_shifted_013,translated3_aimed,K3,3,192,3,0,102,400,400,400,1.307100617818429e-05,1.307100617818429e-05,2.323734431677209,2.323734431677209,400,2.323734431677209,196,1.9544486960504155,True,0.0005755710061781838,0.0005625,2.3237344316771305,5.453836559589333,2,0,0,22,0
pyramid_shifted_013,fixed4,K4,4,256,4,0,64,400,400,400,1.0443121493605928e-05,1.0443121493605928e-05,1.856554932196611,1.856554932196611,196,1.6228149039381812,196,1.6228149039381812,True,0.0005729431214936055,0.0005625,1.8565549321965324,0.0,0,0,0,0,0
pyramid_shifted_013,center_angles4,K4,4,256,4,0,154,324,400,324,2.307777555494669e-05,2.307777555494669e-05,4.102715654212748,4.102715654212748,196,3.0460197124234685,196,3.0460197124234685,False,,0.0005625,,12.780651724717147,24,0,0,60,0
pyramid_shifted_013,translated4_corners_level,K4,4,256,4,0,140,196,400,196,8.832395102867591e-06,8.832395102867591e-06,1.5702035738431286,1.5702035738431286,196,1.5702035738431286,196,1.5702035738431286,False,,0.0005625,,17.27868141663332,26,0,0,86,0
two_stacks,baseline_fixed1,K1_reference,1,64,1,0,64,400,400,400,1.0754379214958452e-05,1.0754379214958452e-05,2.5304421682255143,2.5304421682255143,400,2.5304421682255143,196,-5.37446950127931,True,0.0004357543792149591,0.00042500000000000003,2.530442168225658,,0,0,0,0,0
two_stacks,fixed3,K3,3,192,3,0,64,400,400,400,1.0754379214958452e-05,1.0754379214958452e-05,2.5304421682255143,2.5304421682255143,400,2.5304421682255143,196,-5.37446950127931,True,0.0004357543792149591,0.00042500000000000003,2.530442168225658,0.0,0,0,0,0,0
two_stacks,center_tilt3,K3,3,192,3,0,126,400,400,400,4.649056303489686e-05,4.649056303489686e-05,10.93895600821101,10.93895600821101,400,10.93895600821101,196,0.7584471290802891,True,0.0004714905630348975,0.00042500000000000003,10.938956008211166,13.798820339277619,2,0,0,34,0
two_stacks,translated3_level,K3,3,192,3,0,120,400,400,400,3.433253047831181e-05,3.433253047831181e-05,8.078242465485122,8.078242465485122,400,8.078242465485122,196,0.21384608397343058,True,0.00045933253047831244,0.00042500000000000003,8.078242465485273,16.66508649723478,0,0,0,32,0
two_stacks,translated3_aimed,K3,3,192,3,0,92,400,400,400,7.167364122857226e-06,7.167364122857226e-06,1.6864386171428742,1.6864386171428742,400,1.6864386171428742,196,-5.877589798260513,True,0.00043216736412285785,0.00042500000000000003,1.686438617143017,7.55506836985239,2,0,0,22,0
two_stacks,fixed4,K4,4,256,4,0,64,400,400,400,1.0754379214958452e-05,1.0754379214958452e-05,2.5304421682255143,2.5304421682255143,196,-5.37446950127931,196,-5.37446950127931,True,0.0004357543792149591,0.00042500000000000003,2.530442168225658,0.0,0,0,0,0,0
two_stacks,center_angles4,K4,4,256,4,0,148,324,400,324,-8.481655361899747e-06,8.481655361899747e-06,-1.9956836145646435,1.9956836145646435,196,-9.879656331428368,196,-9.879656331428368,False,,0.00042500000000000003,,14.922212872871082,24,0,0,60,0
two_stacks,translated4_corners_level,K4,4,256,4,0,140,196,400,196,-3.06942070101047e-05,3.06942070101047e-05,-7.274909448822708,7.274909448822708,196,-7.274909448822708,196,-7.274909448822708,False,,0.00042500000000000003,,23.19969669706441,26,0,0,86,0
prism,baseline_fixed1,K1_reference,1,64,1,0,64,336,356,336,5.226859089462496e-05,5.226859089462496e-05,4.075523656500977,4.075523656500977,336,4.075523656500977,132,3.973006100247305,False,,0.0016875,,,0,0,0,0,0
prism,fixed3,K3,3,192,3,0,64,336,356,336,5.226859089462496e-05,5.226859089462496e-05,4.075523656500977,4.075523656500977,336,4.075523656500977,132,3.973006100247305,False,,0.0016875,,0.0,0,0,0,0,0
prism,center_tilt3,K3,3,192,3,0,120,352,356,352,0.000124756594121482,0.000124756594121482,8.40111744925806,8.40111744925806,336,9.7323078678481,132,9.074012938600198,False,,0.0016875,,35.106038534149214,2,0,0,34,0
prism,translated3_level,K3,3,192,3,0,120,386,380,386,0.0002963649060507391,0.0002963649060507391,17.92078041123142,17.92078041123142,336,13.721544063603156,132,13.61902650734945,False,,0.0016875,,29.11519914760063,0,0,0,32,0
prism,translated3_aimed,K3,3,192,3,0,104,380,380,380,0.0001307440392497828,0.0001307440392497828,8.070619706776728,8.070619706776728,336,5.775862170333274,132,5.6138947424268615,False,,0.0016875,,10.143400016571158,2,0,0,22,0
prism,fixed4,K4,4,256,4,0,64,336,356,336,5.226859089462496e-05,5.226859089462496e-05,4.075523656500977,4.075523656500977,132,3.973006100247305,132,3.973006100247305,False,,0.0016875,,0.0,0,0,0,0,0
prism,center_angles4,K4,4,256,4,0,144,296,356,296,0.00037123524701325613,0.00037123524701325613,22.44808749891197,22.44808749891197,132,17.016459471457047,132,17.016459471457047,False,,0.0016875,,39.52546912154912,24,0,0,60,0
prism,translated4_corners_level,K4,4,256,4,0,80,196,400,196,0.0007399884159508621,0.0007399884159508621,43.85116538968079,43.85116538968079,132,32.84061995026321,132,32.84061995026321,False,,0.0016875,,19.691001730487343,26,0,0,86,0
ramp,baseline_fixed1,K1_reference,1,64,1,0,64,400,378,400,9.1188438101667e-05,9.1188438101667e-05,10.807518589827207,10.807518589827207,400,10.807518589827207,196,10.651691904321666,True,0.0009349384381016663,0.00084375,10.807518589827122,,0,0,0,0,0
ramp,fixed3,K3,3,192,3,0,64,400,378,400,9.1188438101667e-05,9.1188438101667e-05,10.807518589827207,10.807518589827207,400,10.807518589827207,196,10.651691904321666,True,0.0009349384381016663,0.00084375,10.807518589827122,0.0,0,0,0,0,0
ramp,center_tilt3,K3,3,192,3,0,118,400,378,400,0.00013267451530038163,0.00013267451530038163,15.72438699856376,15.72438699856376,400,15.72438699856376,196,15.120919946420763,True,0.000976424515300381,0.00084375,15.724386998563672,34.912997584038244,2,0,0,34,0
ramp,translated3_level,K3,3,192,3,0,120,400,390,400,0.0001879201503014481,0.0001879201503014481,22.272017813504977,22.272017813504977,400,22.272017813504977,196,22.11619112799945,True,0.0010316701503014474,0.00084375,22.272017813504885,28.03613572860858,0,0,0,32,0
ramp,translated3_aimed,K3,3,192,3,0,92,400,390,400,9.20406405931002e-05,9.20406405931002e-05,10.908520366589663,10.908520366589663,400,10.908520366589663,196,10.662329876171878,True,0.0009357906405930995,0.00084375,10.908520366589578,14.646513866972043,2,0,0,22,0
ramp,fixed4,K4,4,256,4,0,64,400,378,400,9.1188438101667e-05,9.1188438101667e-05,10.807518589827207,10.807518589827207,196,10.651691904321666,196,10.651691904321666,True,0.0009349384381016663,0.00084375,10.807518589827122,0.0,0,0,0,0,0
ramp,center_angles4,K4,4,256,4,0,148,322,378,322,0.00016270835867358716,0.00016270835867358716,19.28395362057331,19.28395362057331,196,17.528162870049382,196,17.528162870049382,False,,0.00084375,,42.771019538811885,24,0,0,60,0
ramp,translated4_corners_level,K4,4,256,4,0,114,196,400,196,0.0003392498117628437,0.0003392498117628437,40.207385097818545,40.207385097818545,196,40.207385097818545,196,40.207385097818545,False,,0.00084375,,25.373742636468663,26,0,0,86,0
layer,baseline_fixed1,K1_reference,1,64,1,0,64,256,400,256,8.525590095032412e-06,8.525590095032412e-06,0.1973516225701946,0.1973516225701946,256,0.1973516225701946,254,0.19556750067053397,False,,0.00675,,,0,0,0,0,0
layer,fixed3,K3,3,192,3,0,64,256,400,256,8.525590095032412e-06,8.525590095032412e-06,0.1973516225701946,0.1973516225701946,256,0.1973516225701946,254,0.19556750067053397,False,,0.00675,,0.0,0,0,0,0,0
layer,center_tilt3,K3,3,192,3,0,132,320,400,320,1.0479166634402327e-05,1.0479166634402327e-05,0.19405864137781992,0.19405864137781992,256,0.20538350356143617,254,0.20653723738838844,False,,0.00675,,0.7804025272728221,0,0,0,16,0
layer,translated3_level,K3,3,192,3,0,144,288,400,288,1.0396615793661912e-05,1.0396615793661912e-05,0.21392213567205512,0.21392213567205512,256,0.21252703135948703,254,0.21318370846670665,False,,0.00675,,0.5946958448955209,0,0,0,16,0
layer,translated3_aimed,K3,3,192,3,0,136,256,400,256,2.1437997627851008e-06,2.1437997627851008e-06,0.04962499450891434,0.04962499450891434,256,0.04962499450891434,254,0.04811067000504248,False,,0.00675,,0.8331432068681838,0,0,0,0,0
layer,fixed4,K4,4,256,4,0,64,256,400,256,8.525590095032412e-06,8.525590095032412e-06,0.1973516225701946,0.1973516225701946,254,0.19556750067053397,254,0.19556750067053397,False,,0.00675,,0.0,0,0,0,0,0
layer,center_angles4,K4,4,256,4,0,184,298,400,298,7.73609070679835e-06,7.73609070679835e-06,0.15383724994876113,0.15383724994876113,254,0.18758643610320253,254,0.18758643610320253,False,,0.00675,,0.8218816585049832,14,0,0,34,0
layer,translated4_corners_level,K4,4,256,4,0,100,324,400,324,1.1687649224612247e-05,1.1687649224612247e-05,0.21376587516437504,0.21376587516437504,254,0.19619141993174763,254,0.19619141993174763,False,,0.00675,,0.3161440143451405,14,0,0,46,0
pyramid_beam,baseline_fixed1,K1_reference,1,64,1,0,56,280,300,280,5.222000498400915e-05,5.222000498400915e-05,14.326475990125973,14.326475990125973,280,14.326475990125973,112,13.965766069974075,False,,0.0005625,,,0,0,8,0,0
pyramid_beam,fixed3,K3,3,192,3,0,56,280,300,280,5.222000498400915e-05,5.222000498400915e-05,14.326475990125973,14.326475990125973,280,14.326475990125973,112,13.965766069974075,False,,0.0005625,,0.0,0,0,24,0,0
pyramid_beam,center_tilt3,K3,3,192,3,0,100,298,300,298,3.4785568515109785e-05,3.4785568515109785e-05,7.8878840170316975,7.8878840170316975,280,9.412238715054183,112,8.985401047440135,False,,0.0005625,,8.086671949266897,2,0,32,34,0
pyramid_beam,translated3_level,K3,3,192,3,0,116,368,400,368,3.969961800883077e-05,3.969961800883077e-05,7.876908335085473,7.876908335085473,280,9.460888126020784,112,9.10017820586887,False,,0.0005625,,10.477550235599512,0,0,24,32,0
pyramid_beam,translated3_aimed,K3,3,192,3,0,98,384,400,384,7.38881167856412e-05,7.38881167856412e-05,13.135665206336233,13.135665206336233,280,12.436719279481398,112,11.917711687796613,False,,0.0005625,,5.264532635535085,1,0,24,21,0
pyramid_beam,fixed4,K4,4,256,4,0,56,280,300,280,5.222000498400915e-05,5.222000498400915e-05,14.326475990125973,14.326475990125973,112,13.965766069974075,112,13.965766069974075,False,,0.0005625,,0.0,0,0,32,0,0
pyramid_beam,center_angles4,K4,4,256,4,0,112,200,300,200,1.765375131170552e-05,1.765375131170552e-05,4.712379395850657,4.712379395850657,112,4.211412006466231,112,4.211412006466231,False,,0.0005625,,13.185000910653681,23,0,46,59,0
pyramid_beam,translated4_corners_level,K4,4,256,4,0,120,172,400,172,3.92678487968497e-05,3.92678487968497e-05,7.791239840644785,7.791239840644785,112,7.669747880744255,112,7.669747880744255,False,,0.0005625,,18.33775076530618,22,0,32,82,0
layer_beam,baseline_fixed1,K1_reference,1,64,1,0,56,176,340,176,5.520808320904746e-06,5.520808320904746e-06,0.18588580205066516,0.18588580205066516,176,0.18588580205066516,168,0.1866578422454635,False,,0.00675,,,0,0,8,0,0
layer_beam,fixed3,K3,3,192,3,0,56,176,340,176,5.520808320904746e-06,5.520808320904746e-06,0.18588580205066516,0.18588580205066516,176,0.18588580205066516,168,0.1866578422454635,False,,0.00675,,0.0,0,0,24,0,0
layer_beam,center_tilt3,K3,3,192,3,0,108,256,340,256,7.740807730767692e-06,7.740807730767692e-06,0.1791853641381409,0.1791853641381409,176,0.19170732430105372,168,0.19548610582524795,False,,0.00675,,0.7804025272728221,0,0,32,16,0
layer_beam,translated3_level,K3,3,192,3,0,136,256,400,256,9.074999804226797e-06,9.074999804226797e-06,0.2100694399126572,0.2100694399126572,176,0.21113549911382265,168,0.21306919754407116,False,,0.00675,,0.5946958448955209,0,0,24,16,0
layer_beam,translated3_aimed,K3,3,192,3,0,134,240,400,240,1.7430327335227203e-06,1.7430327335227203e-06,0.04303784527216597,0.04303784527216597,176,0.05786127061786154,168,0.05104585035207647,False,,0.00675,,0.8331430143970336,0,0,24,0,0
layer_beam,fixed4,K4,4,256,4,0,56,176,340,176,5.520808320904746e-06,5.520808320904746e-06,0.18588580205066516,0.18588580205066516,168,0.1866578422454635,168,0.1866578422454635,False,,0.00675,,0.0,0,0,32,0,0
layer_beam,center_angles4,K4,4,256,4,0,146,208,340,208,4.681529822829142e-06,4.681529822829142e-06,0.13337691802932053,0.13337691802932053,168,0.1878476544144802,168,0.1878476544144802,False,,0.00675,,0.8218816585049832,13,0,46,33,0
layer_beam,translated4_corners_level,K4,4,256,4,0,100,288,400,288,1.044462642570479e-05,1.044462642570479e-05,0.21491000875935742,0.21491000875935742,168,0.19499995106572116,168,0.19499995106572116,False,,0.00675,,0.3161440143451405,12,0,32,44,0
pyramid_beam_dropout20,baseline_fixed1,K1_reference,1,64,1,0,44,129,300,129,3.944122843570383e-05,3.944122843570383e-05,40.06727968071499,40.06727968071499,129,40.06727968071499,45,37.251253429627845,False,,0.0005625,,,15,0,5,0,0
pyramid_beam_dropout20,fixed3,K3,3,192,3,0,56,240,300,240,5.699557304990354e-05,5.699557304990354e-05,20.80604993836314,20.80604993836314,156,19.66557485857622,45,37.251253429627845,False,,0.0005625,,5.421010862427522e-17,44,0,17,0,0
pyramid_beam_dropout20,center_tilt3,K3,3,192,3,0,83,200,300,200,3.5998207396331855e-05,3.5998207396331855e-05,9.968350957793524,9.968350957793524,156,16.536708611052465,45,30.728743163874064,False,,0.0005625,,7.2966650697992925,46,0,23,30,0
pyramid_beam_dropout20,translated3_level,K3,3,192,3,0,94,214,400,214,2.8899602695891765e-05,2.8899602695891765e-05,6.733561134909976,6.733561134909976,156,17.23912838575518,45,34.95511788411748,False,,0.0005625,,8.075128157334177,44,0,19,23,0
pyramid_beam_dropout20,translated3_aimed,K3,3,192,3,0,78,199,400,199,5.515215484547329e-05,5.515215484547329e-05,18.783194498245482,18.783194498245482,156,18.06714046910465,45,32.727625385816395,False,,0.0005625,,5.264532635535085,45,0,22,18,0
pyramid_beam_dropout20,fixed4,K4,4,256,4,0,56,280,300,280,5.222000498400915e-05,5.222000498400915e-05,14.326475990125973,14.326475990125973,95,13.347969449155718,45,37.251253429627845,False,,0.0005625,,6.938893903907228e-15,57,0,25,0,0
pyramid_beam_dropout20,center_angles4,K4,4,256,4,0,90,161,300,161,2.4921399121602373e-05,2.4921399121602373e-05,6.922610867111771,6.922610867111771,95,5.253669665525975,45,20.66367420950518,False,,0.0005625,,9.071676648564697,73,0,32,48,0
pyramid_beam_dropout20,translated4_corners_level,K4,4,256,4,0,95,151,400,151,1.80359624567983e-05,1.80359624567983e-05,3.6271417711007157,3.6271417711007157,95,2.468863369737244,45,8.460939510846366,False,,0.0005625,,18.33775076530618,76,0,25,60,0
